64.41904	64.41904
126.19645	64.41772
187.68703	64.41601
249.5	64.42378
311.31332	64.41536
372.80347	64.417656
434.58075	64.419235
64.418304	126.19675
126.19391	126.19458
187.6859	126.19219
249.50005	126.201996
311.31522	126.19177
372.80527	126.19474
434.5817	126.197075
64.41597	187.68604
126.19075	187.68489
187.68518	187.68575
249.49994	187.68907
311.3143	187.68462
372.80838	187.68488
434.58408	187.68634
64.42403	249.50015
126.20162	249.49995
187.68939	249.50003
249.5	249.5
311.3106	249.49997
372.79837	249.50005
434.57596	249.49985
64.41589	311.31308
126.19161	311.31512
187.68571	311.31537
249.50006	311.3109
311.31482	311.31427
372.80927	311.3151
434.584	311.31396
64.41839	372.80264
126.19474	372.80527
187.6848	372.80823
249.49995	372.798
311.3141	372.8078
372.8061	372.80542
434.5817	372.80325
64.419235	434.58075
126.19653	434.58234
187.68666	434.58466
249.5	434.57623
311.313	434.58398
372.80356	434.58228
434.58096	434.58096
